Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Questionnaire-IMMZD1ClientHistoryMeasles.json	6686	11	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	62	518	0	0	0	0	2	0	0
fsh-generated/resources/Questionnaire-QIMMZCRegisterClient.json	8779	15	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	75	285	0	0	0	0	2	0	0
fsh-generated/resources/Questionnaire-QIMMZD4CheckContraindicationsMeasles.json	2437	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	25	287	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.C.QuestionnaireResponse.1.json	2486	6	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	47	50	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.1.json	1099	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	27	20	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.2.json	1582	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	36	35	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D1.QuestionnaireResponse.3.json	2324	6	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	47	33	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.1.json	677	3	1	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	18	9	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.2.json	684	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	9	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.3.json	684	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	9	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.4.json	1703	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	27	12	0	0	0	0	0	0	0
fsh-generated/resources/Requirements-immz-e-fxnreq.json	6348	7	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	51	46	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-IMMZCRegisterClient.json	8927	14	0	0	0	0	0	42	0	51	0	0	0	0	0	0	0	0	0	0	112	1093	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-IMMZD1ClientHistoryMeasles.json	7744	12	0	0	0	0	0	43	0	43	0	0	0	0	0	0	0	0	0	0	103	388	0	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-IMMZD4CheckContraindicationsMeasles.json	2384	6	0	0	0	0	0	24	0	13	0	0	0	0	0	0	0	0	0	0	34	157	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-IMMZDUpdateVaccinationRecord.json	8330	13	0	0	0	0	0	44	0	35	0	0	0	0	0	0	0	0	0	0	110	235	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-SGImmunization.json	1843	5	0	0	0	0	0	181	0	133	0	0	0	0	0	0	0	1	0	0	247	797	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-SGMedicationClassification.json	1524	5	0	0	0	0	0	33	0	20	0	0	0	0	0	0	0	0	0	0	44	103	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProduct.json	1736	5	0	0	0	0	0	204	0	64	0	0	0	0	0	0	0	0	0	0	136	370	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProposal.json	2112	6	0	0	0	0	0	176	0	218	0	0	1	0	0	0	0	1	0	0	259	538	0	0	0	0	7	1	1
fsh-generated/resources/StructureDefinition-SGVaccineRequest.json	1615	5	1	0	0	0	0	162	0	126	0	0	0	0	0	0	0	0	0	0	245	425	0	0	0	0	13	0	1
fsh-generated/resources/StructureDefinition-sg-ext-administeredProduct.json	1640	4	0	0	0	0	0	30	0	18	0	0	0	0	0	0	0	0	0	0	49	80	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-ARVDrugs-values.json	747	4	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	8	252	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-AllVaccineTypes.json	1474	5	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	13	216	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-Birthweight-values.json	862	3	0	0	0	0	0	0	1	131	0	0	0	0	0	0	0	0	0	0	9	337	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-HIVstatus-values.json	1028	4	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	11	248	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.C.DE5.json	643	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	179	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE10.json	745	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	198	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE1VS.json	697	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	9	174	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D1.DE5VS.json	1219	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	15	193	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ.D4.DE161.json	1042	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	182	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.Z.DE9.json	1671	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	185	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-Immunocompromised-values.json	722	3	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	8	244	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-LiveAttenuatedVaccines.json	1590	6	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	15	199	0	0	0	0	16	0	0
fsh-generated/resources/ValueSet-Negativetestresult-values.json	616	3	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	7	236	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-PositiveTestResult-values.json	622	3	1	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	7	242	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMeaslesVaccineProducts.json	527	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	168	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VaccineTypes.json	1220	4	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	10	180	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-country.json	1632	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	1168	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-immunization-status.json	2022	5	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	14	172	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-pregnancystatus-values.json	1645	5	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	10	316	0	0	0	0	1	0	0
input/maps/IMMZCLMToPatient.fml	1875	13	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	33	23	0	0	0	0	11	0	0
input/maps/IMMZCQRToLM.fml	2613	15	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	37	20	0	0	0	0	2	0	0
input/maps/IMMZCQRToPatient.fml	1219	9	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	25	15	0	0	0	0	1	0	0
input/maps/IMMZD1LMToResources.fml	5457	35	0	0	0	0	0	0	2	48	0	0	0	0	0	0	0	0	0	0	95	43	0	0	0	0	9	0	0
input/maps/IMMZD1QRToLM.fml	2484	15	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	37	29	0	0	0	0	5	0	0
input/maps/IMMZD1QRToResources.fml	948	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	17	13	0	0	0	0	1	0	0
input/maps/IMMZD4LMToResources.fml	1003	7	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	21	15	0	0	0	0	1	0	0
input/maps/IMMZD4QRToLM.fml	697	5	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	1	0	0
input/maps/IMMZD4QRToResources.fml	966	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	0	0
input/resources/device/Device-cqf-tooling.json	496	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	0	0	0
input/resources/library/Library-FHIRCommon.json	846519	59	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	1782	336	0	0	0	0	80	0	0
input/resources/library/Library-FHIRHelpers.json	1692100	105	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	3656	362	0	0	0	0	119	0	0
input/resources/library/Library-IMMZCommon.json	542318	57	0	0	0	0	0	0	1	118	0	0	0	0	0	0	0	0	0	0	1130	124	0	0	0	0	48	0	1
input/resources/library/Library-IMMZCommonIzDataElements.json	53781	11	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	122	34	0	0	0	0	6	0	0
input/resources/library/Library-IMMZConcepts.json	62988	13	0	0	0	0	0	0	1	41	0	0	0	0	0	0	0	0	0	0	151	37	0	0	0	0	4	0	0
input/resources/library/Library-IMMZConfig.json	77171	20	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	178	25	0	0	0	0	4	0	0
input/resources/library/Library-IMMZD2DTMeasles.json	313868	37	0	0	0	0	0	0	1	41	0	0	0	0	0	0	0	0	0	0	684	66	0	0	0	0	28	0	0
input/resources/library/Library-IMMZDT08.json	460547	46	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	978	106	0	0	0	0	38	0	0
input/resources/library/Library-IMMZINDMeasles.json	80921	14	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	183	46	0	0	0	0	7	0	0
input/resources/library/Library-IMMZIndicatorCommon.json	480032	43	1	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	987	160	0	0	0	0	42	0	0
input/resources/library/Library-IMMZVaccineLibrary.json	27748	9	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	72	33	0	0	0	0	2	0	0
input/resources/library/Library-WHOCommon.json	298133	23	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	611	54	0	0	0	0	24	0	0
input/resources/library/Library-WHOConcepts.json	19321	8	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	102	12	0	0	0	0	2	0	0
